image_id,label
nAkbUt21.png,jawi
j1hLG7kG.png,lampung
Yk674FLr.png,sunda
WswN2D8a.png,pegon
GjVx3hcd.png,pegon
AlMtohM9.jpg,jawi
i1j3gXwa.png,pegon
jxh6yxyy.jpg,lontara
ZzLibL3o.png,jawi
TT2py3po.png,jawa
tuGKcLTO.png,pegon
ejB5lV79.png,jawa
MQDWdzQd.png,jawi
lM3588zD.png,jawi
jxxuZl8a.png,sunda
dsMBZPzT.png,sunda
xXH0p0da.png,sunda
ODoFxn0s.png,jawa
LLZtcVWL.png,bali
xoBMTnSE.png,jawa
HC8XBClO.png,lampung
QpAYjE7a.png,bali
sA9afht9.png,jawa
p5adqFyu.png,sunda
BicxDosj.png,lontara
oteXEBir.png,pegon
GWcehJAP.png,sunda
L3S94zx2.png,sunda
AxZ5sTvi.png,jawa
pzzBFip4.png,jawi
UZCz3Tc9.png,jawi
Uwt2QK3l.png,jawi
snVEL8LD.png,bali
l6Hef28r.png,jawi
loTKHqLn.png,jawi
vdLe81Di.png,jawi
WhdB3FSi.png,jawa
XRspxxB1.png,jawi
6IRZgMuD.png,lontara
nXqKCOKa.png,bali
Gx7JCcSL.png,jawi
f6fRApLW.png,sunda
EaGEhyHL.png,jawi
qZBSLty4.png,lontara
3gdGLyyS.png,bali
bRpq18iJ.png,jawi
lp1In676.jpg,lampung
bo21nCpd.png,sunda
NA2mW6MM.png,sunda
FgzMhPjr.png,jawi
DLSJox4o.png,jawa
yu3XZe48.png,jawa
rTnbMuPc.png,bali
s4uPNwXr.png,lontara
ExoD4vP2.png,jawi
WGC3HdHJ.png,lontara
13j6YVfp.png,lontara
A4CGGZsR.png,jawi
Qb0WFKYF.png,jawi
uBQ42CXJ.png,sunda
bmfAMvLs.png,pegon
kTGitTTZ.png,jawa
pbGKPZDB.png,lampung
QosnQx0a.png,sunda
A3amnqqs.jpg,lampung
gp4CQMwA.png,lontara
xuPX8psl.png,lontara
9cISqU3p.png,lampung
3vUqiFim.png,jawi
lHph2mVk.png,sunda
ZnCNUFWa.png,jawa
ZAF7P4TS.png,lampung
adQMTd4d.png,jawi
M1LFLF2f.png,pegon
zJfN1IUl.png,sunda
Uv3ZYkHU.png,lampung
ZB89iX5O.png,jawa
HpJV9OF2.png,lampung
2Eo65dbo.png,lontara
mniEyr50.png,jawi
Z2aYj4Mb.png,sunda
lKFokYuI.png,jawa
DZlkHVVs.jpg,pegon
UD0troHv.png,lontara
JDdQ8TGU.png,lontara
HpHvsaNP.png,sunda
8hScNnfh.png,jawi
lJJD74rc.png,jawi
DXzY0DKg.png,jawa
SLBFk2LV.png,pegon
hl9Zkp1X.png,bali
9dyJtrsn.png,lampung
EKZ2hjos.png,jawa
NWuOzl3e.png,pegon
gJaMXpFS.png,jawa
IWDWEDhC.png,bali
XW4QHkMM.png,sunda
v72v6rHz.png,jawa
ghORLgLJ.png,jawa
HWMpicqN.png,bali
besjh4lI.png,bali
Kez87I4J.png,jawa
t3Ym3TGY.png,bali
IEjn8TEX.png,jawa
RHtL6NXw.png,sunda
t2n4u99T.png,jawi
YSDnjf8f.png,lampung
zMOhEC7Z.png,lampung
689030ZS.png,sunda
MIUYemUt.png,jawa
JaRjy4g9.png,lampung
yWw2jKLf.png,bali
sB5nwmQC.png,jawa
DAgTCtts.png,bali
7fLvnG6h.png,jawi
gllNr3XG.png,jawa
qHmc41kt.png,bali
noOwJU2p.png,sunda
giNnvjGG.png,lampung
wDOeDUea.png,lontara
A8uMZawH.png,pegon
mU0VIMOM.jpg,jawi
fIodXJ1R.png,pegon
qg0nD3g1.png,bali
MVI2eyba.png,jawa
c0vJ7SsN.png,lontara
IH4Uc93c.png,sunda
uqkPqX5q.png,jawa
zGBPIVsX.png,jawi
veHvdin9.png,jawa
ehQYMkng.png,bali
muNHjvT1.png,jawi
YB8a3Tvf.png,pegon
VBXfIuQo.png,lampung
Enpc8p6E.jpg,lampung
ArLIuehv.png,pegon
Hc6z8jIH.png,jawi
3uZ754oe.jpg,jawa
DOuAVBCT.png,jawa
niytSMhh.png,jawi
aoPT6i3l.png,jawa
XZZuXKEY.png,bali
nHpvpCBB.png,sunda
m121DOJC.png,jawa
PsItOhnH.png,jawi
NrSfvP0C.png,lontara
Y0PizvCj.png,jawi
RtVhw7WU.png,jawi
FMKU5Hon.png,lontara
Tm3dwYeQ.png,lontara
GmZ1gfCu.png,sunda
zpTONVp2.png,jawi
6JPcEjrb.png,sunda
XxWkw905.png,lontara
r3tGNzm6.jpg,jawa
fKyxPzrH.png,pegon
V8n1dXSm.png,lampung
TxG9PdgC.png,jawi
CU4SljdE.png,lontara
GGMdDpgF.png,jawa
PAWQTNXw.png,jawa
ET3InrVE.png,jawi
E9Tm3Fpb.png,jawi
doyUwjr8.png,pegon
6wUPvKhT.png,sunda
t3xloWkI.png,jawa
reK9JAqs.png,lontara
QBi4np6m.png,jawi
pugriEKg.jpg,pegon
sneBuutJ.png,sunda
VA317cEJ.jpg,pegon
wo76s5ii.png,pegon
vtF71dpN.png,lampung
gGNLaVqC.png,jawi
fEIpVd4O.png,jawa
eZChotVz.png,jawi
EdHsJlgR.png,jawa
813ukdjO.png,pegon
BLCK8n8x.png,jawi
W1C1YnzQ.png,jawi
91iDVf68.png,lampung
81j5zVEb.png,lampung
mapjGkc3.png,bali
JMxapaoo.png,lontara
4nuIEMKJ.png,jawa
jtYjaI51.png,lampung
ydLzP6nj.png,lampung
SBmp4ejo.png,jawi
WthKsRUl.png,lontara
DZTo0L77.png,lampung
OfSyjlyN.png,jawi
NQ0U6894.png,jawi
VvWr2DRJ.jpg,pegon
Mzb4wZCZ.png,jawa
Qb6CW7sv.png,lontara
v6kj867e.png,lampung
SsWU9PM8.png,sunda
hgbUOPe3.png,sunda
sncIXO2l.png,lontara
FjH55jbg.png,sunda
XOj8QBf5.png,bali
qUOpSY2G.png,lampung
7i1dsQVN.png,pegon
fVa1V6Yb.png,jawa
BfCvYSjw.png,sunda
9TAbChoL.png,jawa
rAElAId0.png,jawi
tvhWK7Hy.png,bali
0HGBgMZi.png,jawi
gOonbitg.png,lontara
AWERVvHG.png,sunda
o3CxD95x.png,jawa
eLBBW2QF.png,sunda
xNBTYUed.png,bali
NvJjdbil.png,jawi
kroxfm4S.png,lampung
4FK8CmTj.png,jawa
IjWB2eiN.png,jawi
VObY0cqk.jpg,pegon
lzSevp4g.png,sunda
rfMDau6y.png,jawi
1n55t9rr.png,jawi
3xzUVc3u.png,sunda
dwY5xOLe.png,lampung
LDR67vYw.png,lampung
d99PX5Ja.png,bali
oIQUcmLf.png,jawi
PnJm72Pb.png,sunda
58182AjM.png,sunda
rbX8udzi.png,lampung
s6S2jmQV.png,sunda
2LT7SZwr.png,jawa
u2hfbgTK.png,jawa
VMP4kZ1O.png,jawi
x3hDUkle.png,jawa
UiPZ7edq.png,lontara
Ps8l8f2o.png,lontara
waNwx08C.png,bali
yU3u4hYx.png,jawi
PfkSwejU.png,lontara
3q0rYDno.png,pegon
5yH82hWM.png,jawi
bNohXPr9.png,jawi
Y0M39Mof.png,lontara
QitMTWIs.png,sunda
3X5nVAVF.png,bali
9QkzJWYC.png,bali
G02HH7pZ.png,pegon
isCRUjsC.jpg,pegon
4i1G43sq.png,lontara
mMgmhdVW.png,lampung
c1Ec9G4r.png,jawa
efuoz9rC.png,lampung
jfpGCWXC.png,bali
XFGzYUI3.png,sunda
lwSlyHKB.png,bali
cJWdEO6y.png,jawi
ICgXhk2z.png,jawi
lwmeawxL.png,jawi
8LHeooKP.png,lampung
rEohqrKO.webp,jawa
S7tOC4MU.png,sunda
tHJHoMuu.png,jawa
rAKwhp69.png,jawi
enryLTKQ.png,jawi
IpnJvcln.png,sunda
B9Ev6phT.png,jawa
DUCMjwal.png,sunda
C5R3SyGp.png,jawi
dK6iEJJq.png,jawi
SuJZx9d8.png,jawa
hNYgGzjN.png,sunda
mZIWU4zy.png,jawa
1JSBews8.png,sunda
HT9wMEXb.png,jawi
BcbSC01R.png,pegon
MCFLQnkE.png,jawi
tj4d4a2b.png,bali
5h3w4knj.png,lampung
SUn6IPsc.png,jawi
W7ysnf9R.png,lampung
i5hIEwfF.png,lampung
JTmj62CD.png,jawa
HyDq4gLc.png,sunda
CO7MjAIL.png,lampung
p42gQMNP.png,jawi
e5PImHmm.png,jawi
uuaxgu4e.png,jawa
tzQwlTr6.png,sunda
e5jpkL8J.png,lontara
H8tMgkXB.png,bali
4pUEsJLt.png,jawi
z4DvRMD9.png,jawa
mWyRE1Sg.png,lontara
Cqvfwf4R.png,bali
GPCSlj46.png,sunda
CTc2ysIM.png,jawa
euTF4xwC.png,bali
1bvvJU62.png,jawi
8J6Ym4G0.png,sunda
jQ74LL0S.png,bali
RQ3Do173.png,jawi
JkcwfeWb.jpg,pegon
SaqEWIzW.png,jawa
xvtN14dZ.png,pegon
4stMTrft.png,lampung
xi9fIoRJ.png,lontara
nMLICxfk.png,sunda
JK5pBo2y.png,jawa
fVXal26M.png,jawa
9q9sIyuH.png,pegon
1NivQZuR.png,pegon
hAjRbN7U.png,jawi
Vz9CR2D3.png,lampung
HgaBLlL0.png,bali
e27L4JOG.png,sunda
MlAOALyQ.png,lampung
Zy41dldG.png,sunda
4H561G4W.png,lampung
PHU3SvOb.png,sunda
UDm5xGdt.png,bali
xJG58zZU.png,jawa
EUiThoUh.png,sunda
rSwsKzlb.png,jawa
28fqC0L3.png,jawa
YqlhtZfg.png,jawa
o5UgfV0P.png,lontara
DHT1x9LC.png,lampung
pCu64Vtj.png,jawi
vV9jBUYX.png,sunda
NEpfPr4u.png,jawa
sXydQMIE.png,bali
PSMXQz4m.png,sunda
cMUAQxep.png,jawi
Te10B6v8.png,lontara
BERE0as8.png,bali
FFMjOCYD.png,jawa
tNiWpROS.png,jawi
LjhafstK.png,jawi
8qi9zHQz.png,lontara
oUA794fA.png,lontara
7tjVT2Zm.png,bali
YYxkJNJJ.png,pegon
PlXVgLO8.png,jawa
U1WtLnQL.png,lontara
MM5YfLRS.png,bali
yTAKomBD.png,jawi
1nvsGp1f.png,sunda
TgrfwfwN.png,jawi
zxKGCs1x.png,jawa
yXw0zdtp.png,sunda
2U2POJNT.png,jawa
dIZFKnEx.png,jawa
TDVNSM0O.png,pegon
lQ2W2RnL.png,lontara
Al6UyVrB.png,jawa
ekE0b395.png,lampung
EuAQeVvQ.png,jawi
OwsprBiF.png,lampung
dkWqc4sO.png,lontara
zGLavGQo.png,bali
eo8lobTE.png,sunda
6VcJt3f4.png,sunda
V8oCxQAo.png,sunda
Ce520dWW.png,sunda
lHogjzRw.png,pegon
Sq4mQMmX.webp,lampung
wtaEU6Uv.png,lampung
ARZUedyw.png,bali
YLiWKUyc.png,sunda
dEu2ebLU.png,sunda
mUmJ1MqY.png,bali
HUutsxXm.png,lontara
aJ8Hrad5.png,jawi
gXHh9d8H.png,lampung
DY7jFAuq.png,lampung
aZHluZQx.png,sunda
JRUxainu.png,jawa
N5u0LgNa.png,jawa
Z3qfTLuM.png,lontara
NuBSFCk1.png,jawi
gq5Unoa5.png,lampung
Q9QSTUAS.png,sunda
A93FW33J.png,sunda
VHx1ThVN.png,bali
Z9bnsKFs.png,jawi
PqaMUUjb.png,jawi
ck90bB1F.png,bali
TQWzZV5A.png,lampung
piR9UOHA.png,lontara
6QM0u66S.png,jawa
mnZkuvMo.png,sunda
Tkbr7Rrn.png,jawi
GnHo3paa.png,bali
nGDscQIw.png,jawi
alGxFTl1.png,jawa
89fAKwrw.png,jawi
XKaUg4E5.png,lampung
X5YNKDzJ.png,lontara
os7xl0Fv.png,jawi
bObwH7Dz.png,bali
52YyGz3b.png,jawi
Cx5C6rnG.png,lontara
sYlUZjB3.png,jawa
lyRKrF1d.jpg,jawi
18Yut8y2.jpg,sunda
mS2kZ8fi.jpg,bali
iKqu9Zk2.png,bali
J8W3QqUw.png,jawa
fcrD55W3.png,pegon
efhK1O6d.png,sunda
3lMV2c96.png,lampung
Mrlqg2m9.png,sunda
Utnn2nU3.png,jawi
QwEtEpis.png,sunda
DuLkxDKT.png,sunda
UkKZoDie.png,sunda
bfve1nyr.png,jawa
546GB4iY.png,jawi
e0JdedYV.png,sunda
XzBQcFhv.png,lontara
PBhcre2J.png,sunda
AJTtyGzl.png,bali
CkinVxQR.png,jawi
ucv8CliR.png,lontara
60AwM4Fq.png,lampung
G0WG42Z7.png,jawi
eIJIhThP.png,lampung
ffhLfjKO.png,pegon
3bpczjwB.png,bali
DogN51xa.png,bali
jNUg0YNa.png,jawa
J4yyn8Uy.png,lontara
9JVC1D5e.png,lampung
2LAPeXU6.png,bali
gBQkfb30.png,lampung
J5rUUjOm.jpg,lontara
Bpn0oyj0.png,sunda
faBe59h8.png,bali
EZnncUmP.png,jawi
JoyPHY0u.png,sunda
nE0aVbtl.png,lampung
MM5OEUAz.png,jawa
qGn7QPCU.png,jawi
HaUlrvvF.png,jawi
pEWd14x1.png,lontara
an8cmqqQ.png,sunda
qSLfCNmA.png,lontara
fIvgHf9F.png,bali
x6wTnu5I.png,jawa
4rHLRpkN.png,jawi
0RK4QIII.png,sunda
6p9QQQlc.png,jawa
jwXtZIPo.png,lampung
zKqnFX4q.png,jawi
3fGkBXmy.png,lontara
Jfg0aDbA.png,jawa
BeLlmsS0.png,lontara
Tl6cNjSQ.png,jawa
RLBx5V6t.png,jawi
FDWa713g.png,bali
PzgGMHjn.png,lampung
QVFqAlMn.png,jawa
0RY4v3Mr.png,lontara
RTuj33f0.png,lontara
mMIK1gKF.png,lampung
Bgc5xcQB.png,sunda
WnSMMACr.png,lontara
N04h00pJ.png,bali
7QKZu7RS.png,jawa
3e0GxUY3.png,jawa
t0F530i0.png,sunda
LbdIIDPH.png,bali
eC8CLh5p.png,lontara
rYnAsYKa.png,bali
5iijQVjv.png,jawi
WC3LEzxB.png,jawi
t6C5Fe4r.png,jawa
iogukONZ.png,lampung
wST3apPG.png,jawi
CCi8M4Wp.png,sunda
2U2FBMI8.png,lampung
8Qd3qGTa.png,lampung
OnISjH4b.png,bali
FLAbYenf.png,jawa
8P0TpN1l.png,sunda
OQAQhy3X.png,bali
M8gaGQlP.png,jawi
vIX9hIjR.jpg,pegon
HQviYMaE.png,pegon
Kfm4fv4c.png,sunda
DpQEXWZJ.png,jawa
sHDzG055.png,jawa
Dd7xWbLY.png,jawi
5ysc4FpU.png,jawi
ZmVXRymf.png,sunda
EaYGOrlT.png,sunda
z2vvLBUT.png,pegon
9uFtnYPL.png,jawa
06eqZ6CH.png,jawi
DcTnvPA0.png,jawi
ooUCUvDt.png,jawa
OpZHk0xy.png,sunda
aluaTbKZ.png,jawi
9ttYMU0C.png,sunda
OOt4JATx.png,lampung
NX1ipq6z.png,jawa
lgnFKBft.png,lampung
hzsdmZFP.png,sunda
aqsxlWL5.png,jawi
KqoNgEEr.png,sunda
FThF7jTW.png,lampung
8BzWXhj3.png,sunda
o0e8byeJ.png,lontara
5au8xV24.png,lontara
wsBLplFw.png,jawi
sX2VGTUF.png,jawa
yJ1ahmYi.png,sunda
8uBBrTmA.png,lontara
CbAjh73M.png,jawi
iw6Q2gq4.png,bali
Fk7ll1RD.png,sunda
4xcVTIui.png,jawa
uexUBJnb.jpg,jawi
emMjxGOq.png,jawi
i7LJu09I.png,lampung
Xgu6c7a8.png,sunda
eLGHyiqR.png,bali
pXiAetoy.png,jawi
bBse9E8Y.png,jawa
RgrRqTFt.png,lontara
DHgrHgLr.png,sunda
T7d3iSG8.png,jawi
kOlIkBFH.png,bali
ANUT39NX.png,jawi
Tm3qlqOY.png,sunda
98OaxYfC.png,jawi
jEdo1CjR.png,sunda
UQ4cH1sk.png,sunda
Eo5PDAhP.png,pegon
r04Xep33.png,bali
wu8UrNFQ.png,lontara
8gbwpGQ3.png,lampung
o5YdNKLt.png,jawi
Jt0kChxc.png,sunda
DKleZU2C.png,jawa
KH2fk8Tr.png,sunda
4cQJzJ58.jpg,pegon
v8iQD1YR.png,lampung
3Iqw2j3Z.png,jawa
SpF9CSFQ.png,lontara
YJzwBZ1W.png,lampung
X8sf34uy.png,jawi
e0UVxPvs.png,sunda
3fkWEO2g.png,lampung
c51EHp9v.png,lontara
50M7u8ac.png,jawi
OEDXcIST.png,lontara
3rqeXFQ4.png,lampung
uLKywNbB.png,jawi
MEMj71vS.png,sunda
zDgrKgYV.png,jawa
FzUde3i5.png,sunda
fELO1z01.png,sunda
WiFuJUGL.png,jawa
B0y4rLV8.png,jawi
37VMQK8F.png,jawi
AXMZdhYS.png,lontara
tcMpHtgF.png,jawi
JNppT7xp.png,jawi
QuGz5D8G.png,pegon
E6kMcEiC.png,jawi
2HAs2PFB.png,jawa
Ifcb2r4C.jpg,jawa
h6dp5flA.png,lontara
7Bl20NPI.png,lontara
nCZUSO47.png,lontara
ojz5sEzd.png,lampung
cSqToiMa.jpg,bali
N2JxkPDy.png,lontara
ZTjt1UNI.jpg,bali
XkTXJuHL.png,bali
C1ItbRuK.png,lampung
RNff8a0B.png,jawi
6HyOkO6K.png,sunda
8SdXjc5Q.png,lampung
SUpeGnqL.png,jawa
GJPk1yx2.png,lontara
a4jh7wTT.jpg,jawa
H2So05rF.png,lampung
DZ2S8alb.png,jawa
WIWPKilN.png,bali
e5ZjpoAU.png,bali
sX3Wke3m.png,sunda
aWiq8IgM.png,jawa
uB9Us8VD.png,jawa
r2g1SCRN.png,pegon
B4fDcO84.png,sunda
ATKeORaE.png,bali
OrlluMAX.png,jawi
wISufpBg.png,jawi
zels8k1o.png,bali
hW9ckDAr.png,jawi
L4cIkqat.jpg,bali
rRQpjlcO.png,jawa
xaR1BJyC.png,jawi
gLKafNpK.png,jawa
yZwl8HNa.png,jawi
2d7sE8Pc.png,lontara
4GdmGVjg.png,sunda
4ElTzcrH.png,jawi
VivXjrOH.png,sunda
FtJgAj3z.png,jawa
AVjYB2z6.png,jawi
UWOkZppw.png,lampung
rdLmkUy7.png,jawi
gXeIZ31O.png,pegon
QNSHDhtU.png,jawa
C7N9K1we.png,jawi
fc56T1Kt.png,lampung
zL2KHuIF.png,lontara
8dVCzsvx.png,pegon
pXLID2Oz.png,sunda
NPGlMIWr.png,jawi
1u2I4e7K.png,sunda
KHeo5E5D.png,lontara
cFylpRIG.png,lampung
zf4vByQe.png,bali
KHGmYaNV.png,sunda
YJ3gjCEJ.png,sunda
bwQJdtjH.png,sunda
qDr2qXBx.png,pegon
DOH3uoeR.jpg,bali
zmpVYdML.png,bali
AQ479Wmf.png,sunda
aZW70Z5d.png,jawi
RTqafbRm.png,bali
HW0gtJ3z.png,jawa
pXrWfipo.png,jawa
H6XrSApP.png,lontara
R0SrSrZm.png,sunda
mQYCGlTg.png,bali
Q3kRJ6xo.png,jawa
qKrhfGzf.png,jawi
LhjUco2x.png,lampung
uIBwhlqU.png,jawi
ckJUAUBq.png,lontara
47WprzGZ.png,bali
nbDYiJ5s.png,jawa
GQtfL5mW.png,lampung
HKwzw4nv.png,lampung
xRVYH2Wt.png,lampung
Zm5B81LE.png,lampung
lPJpDgwW.jpg,bali
Vz1nxIKv.png,jawi
NB6PonAo.png,bali
0ZdBQtWj.png,jawi
CDwRTRLG.png,lampung
XjP6P9L1.png,pegon
j35vlXtu.png,lontara
eWDZoAtS.png,jawa
0yw3HUMJ.png,jawa
nTasNM93.png,lontara
4mbeSD03.png,jawi
BH0R4c3B.jpg,bali
DMfn9sN7.png,jawa
tRAMwJga.png,jawi
bG8nMmtY.png,bali
vgRH3hfk.webp,lontara
RjPg5YEs.png,lontara
p5Nke4ur.png,lontara
dkcNWByU.png,lontara
ZIMyFIYP.png,jawi
1dLNRoUS.png,lampung
KxPXeWmk.png,lontara
szJtpSIy.png,pegon
lfmVTRk6.png,bali
45lJaV4Z.png,sunda
qovgDuWs.png,jawi
kckfQOzE.png,lampung
nnhsY4Ch.png,jawi
W2hIuZd0.png,sunda
GA868jP9.png,lontara
hqBcTp3a.png,lontara
6sBveoL3.png,jawi
TaKnFs4O.png,sunda
s6OZpx9Q.png,jawa
2r1iIqoq.png,sunda
6AetDGDX.png,jawa
vOlQz7X4.png,jawa
aRBdtt5d.png,lampung
hf31jPKG.png,pegon
XraAu4KR.png,sunda
CVfP1EKb.png,jawa
0PmCdXWH.png,jawi
KyG3HZrn.png,lampung
QUhZ58H3.png,pegon
iJ9kUjfo.png,bali
TiUZu5be.png,jawi
twC5znxg.png,lontara
4kq9j1Pf.png,bali
3ICL8wtf.png,bali
o87hFitu.png,pegon
U7PXw2sv.png,jawa
ZoYW5UTA.png,jawa
V4z6YJQd.png,jawi
FPo8eKNu.webp,jawa
hX1yIidx.png,sunda
X7X88S7M.png,lampung
bKCmBert.png,lampung
oAuDOcs1.png,pegon
hMk547j4.png,jawi
YUnQJDOQ.png,lampung
CBTHvbPw.png,jawa
smPY9kPL.png,jawi
j5Hqfx2s.png,lampung
XBkOlqJG.png,bali
zM93gk21.png,sunda
v0eRKhNN.jpg,lontara
kvNQnwyn.png,sunda
VlCMn0lr.png,lontara
NI1PSZZR.png,lontara
u68g7AwR.png,jawi
7XGmQ6mf.png,jawa
9Ugdllgt.png,lampung
4kfjqqOT.png,jawi
j6DBnD9K.png,sunda
ej2161Uz.png,jawi
oIPc51RQ.png,jawa
6vzR4WZ6.png,jawa
8ofWxJYc.png,lampung
SZpAml1X.png,sunda
FeBshSio.png,lampung
yheWj3KC.png,lampung
jcEoAn0N.png,lontara
4vdvnZuM.png,jawa
zmwL3UBK.png,jawi
Zxz9Llmw.png,bali
vVc2WZn3.png,jawi
tHvUSGPF.png,sunda
z1gWHjA6.png,sunda
p1nlqTvi.jpg,jawi
3MuE8FY7.png,lampung
9xvc7vM6.png,jawi
uMBq6swg.png,bali
aIrqAzFn.png,jawi
fIpdDLFH.png,lontara
keCE1USA.png,lampung
k2FvNHaO.png,lampung
2DTUQgGc.png,jawa
fQI2qgTw.png,sunda
bKIFksG8.png,lampung
J7tNGxwh.png,sunda
glOJOXcx.png,lampung
HpJ8LzOu.png,sunda
bdGRQd5v.png,sunda
vJucb8db.png,sunda
rNoV0RcT.png,jawi
cszzH9hp.png,jawi
p0ZYvG0T.png,sunda
gS8V28Q0.png,jawa
04Xl96UM.png,jawi
4Sfkw8rm.png,sunda
QDlvEOvV.png,sunda
ZbmjVhfI.png,sunda
qZL4Jq7a.png,lampung
kSGmDn7W.png,pegon
db0c2Z4p.png,lampung
nYwmrm3I.png,lontara
bk0jl4qo.png,lontara
mgAx8AiT.png,lampung
GpM40HmE.png,jawi
F2izSnYq.png,pegon
g6OoA5L1.png,pegon
rpwRJFPi.png,lontara
GlcHHmBv.png,lontara
1zxp9geQ.jpg,jawa
ih7t7yJy.png,jawi
bDwOcDTg.png,lampung
DIlL0Urz.png,jawi
JWawKQ9Q.png,sunda
vSBHNoJ1.png,jawi
QGrVt7Vu.png,jawi
2nQQobQf.png,lampung
WT8CWUGj.png,sunda
mBTY89oL.png,sunda
LO3HoNVO.png,bali
WJRPxjha.png,lampung
MsLQzDrg.png,jawi
Zpy0Fr7R.png,jawa
e4Me7LMM.png,pegon
fhfb6Iy5.png,jawa
KYF9xvKR.png,sunda
RkaUxkjW.png,lampung
rA5HNNrH.png,lampung
hXTsTsZC.png,lontara
nXMcwUDe.png,pegon
4EW31qUo.png,bali
adLSFAug.png,lampung
7n8YNOrd.png,sunda
Vu91eBay.png,jawi
XUDGbHlp.png,lampung
v9lgekSy.png,pegon
A3HWu1eb.png,sunda
YLEyhwV4.png,jawi
ztUA2eyb.png,lampung
tB4d96sN.png,jawa
xpLtIH56.png,lontara
PgEIaKx4.png,sunda
nGhp8rvR.jpg,lontara
yKdVboEu.png,pegon
Rj5VD0fQ.png,lampung
ZHkOKSy0.png,jawi
VnTJSRqO.png,jawa
WHAHum19.png,lampung
92b3Lu4Z.png,sunda
GqN3J713.png,bali
bkznjpsi.png,jawi
NBsppWE3.png,pegon
BAbW4cIv.png,jawa
svygWLbh.png,lampung
NWOTfE5V.png,jawi
tcXc4HNt.png,jawi
vxqbLBEN.png,sunda
Z4QcGBcg.png,lontara
rIBiikZY.png,sunda
UAFq2GKA.png,sunda
cM7aMsIP.jpg,jawa
0YnIb1mk.png,lampung
chZLlGCH.png,lontara
zGQ2vh1g.png,bali
TfrcAKgY.png,sunda
Ei2KJkYS.png,bali
qhrOiqcN.png,sunda
4rzA2cl1.jpg,bali
PC0AuloZ.png,jawi
EYAoWksO.png,bali
r6Y1zvkz.png,bali
0B9h6mx2.png,jawa
hGEa2KFw.png,lampung
nYKoXEgH.png,lampung
BekUheLH.png,jawi
tviyv7W0.jpg,lampung
sFkNBSo3.png,jawa
bqKF2TcM.png,sunda
65SxWsqy.png,jawi
kKxTldHU.png,jawi
9VjPtma0.png,jawa
hhwxutSL.png,jawa
tGgh8G2Z.png,jawi
lhv9S38a.png,sunda
vKu41bF1.png,bali
gjbw7Txw.png,lampung
zokFdUSP.png,jawi
U0Nfvmit.png,sunda
LeLdY3Qb.png,bali
ff0VFdBw.png,lontara
fOhRpUOR.png,sunda
dKAZufxE.png,lampung
NlJH7RsA.png,jawa
i7vsDYaI.png,jawa
vvKbeERx.png,jawi
QSVdE7IT.png,lampung
fSfO4lAR.png,jawi
IcMQ729U.jpg,bali
PUJYfPqc.png,jawa
8Fj6gzLT.png,lampung
aRd3KGa1.png,jawa
uWSyOh6F.png,jawa
Jeqg0M7h.png,bali
JBNBOY4K.png,jawa
tz0qToNY.png,jawi
V5Yi5RNT.png,lontara
