"OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","ncRHuf","r3PLsf","ncRHuf 2","wA1Bge src","r3PLsf 2","ncRHuf 3","rllt__details 3","rllt__details 4"
"BERKAFE","· Indonesian","5,0","(3)","Banjarmasin City, South Kalimantan","Dine-in","","","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAgGBhMSERMTEhMVEhMWFxwZGBcWEx4YFxkZFR8YGh4iHhsYGyIbFxgsGhkaHSsjICUoKTQoGhstMS4nMCMnKCYBCQkJDQwNGQ4OGCciHSAnJyYtMCcnJicnJyctLScnJi0nJicmJiYqJicnJy0mJjAnLScnJyYmJicmJyYmJycmJv/AABEIAFoAWgMBEQACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAEBQIDBgcBAP/EAD4QAAIBAgQDBgQCCAQHAAAAAAECEQMhAAQSMQVBUQYTIjJhcYGRodEHsSNCUmKSweHwFBVyoiQzY3OCsvH/xAAaAQACAwEBAAAAAAAAAAAAAAABAgADBAUG/8QANBEAAgEDAgMHAQYHAQAAAAAAAAECAxEhEjEEQVETYXGBkaHwMgUVIrHB8RQzQlJT0eEj/9oADAMBAAIRAxEAPwDNJRlBplZFgwJ+u8fPACfUtVJlemTSaYBF1v8ASPT5jBTs7oDSeGazhnbkqdOZSB+2n5nl+XoDjRCv1KpUV/SdE4HxOnVGukwdefIj3U3HxG2LHJSRU04vJpkoaEmjCiLITCewjyfAR6HGRrNjSni4NUzWtGQTTc/qkx6eFgYPpf5bYDQU+Zlc7x6plDpzQLUeVYC6f9wRYfvxp21BZnBiGSTWC05lXEqQyxaPXp9um040IzNC+teYvNvQ4axEVKOpt15j0P3xCMrrPiEBoxCHIcnxyonhJ1AbhhK/X74zaTTgc0eO0msylGNpHiX63+pwNJEm3ZBoyoMlCD10mfmOXyGANKEoO0lYjlVekytTZkcHzIY5zt79PngpiXNzwz8TaoBTMKKixGtIDSOo8pOw5ARc4KdncDjdWNnwTi9DM+Rw4idMwwBtPXrcW9cWO0kVpSi8kuN5eRF2Uel/l09vgs3wIxDKeTnGY4XVyrF8rHdnzUCf0Rk30GP0bTyNieQPiBs47EumHcO42lYHQSHUw9NrOh6ML39bg8iwviyMkxGrDGS2GBewI7Rbl+X9MKSxVpPXBFOKUatxF5APSI339DijY1DPJZYPVVSdEneLWE36i1zhWy7hqbnVjFb3/LP6GoyHB2qFhrCVKeyt5j6iL6drifrgWuduvpppKcdSfPl+/dj1J5qjXpFVqKKmuykXJI5CwYn3GBYx/wAJw9W7pycbddl7/qDs6E7lGHJrGff7xgbGepwFaC1JXXWOf+kTSZPECQZnUpg/AixtacEyo0fD/wARcwkLmP8AiE6+Woo9LeP4ySeeGjOwk4KRpuH8by+a/wCS8ORem40v7FT5v/En3xcpJlLg0VZnsWtZg6lqFVfLUpwD7eJSpUn9VhE+oBwJJBTB/wDMKlJhSzKhGNlqop7uoTaDuaTk/qsbzYsZIKl1A432Gf8AljNyv/fzw4t7Ah4Y3Q/PBIcEqLBn1naDDb/X88ZTQazsjRLV5BiFO7RuQLHaYLYrqOywb/s6KdRylsk/XFjV1eHE1D4FZVt5dBFgIJXwG0biIiMZ+30vJ3NaUVeW+evfz/F6AHEskaOg6ppjyMrSUNzvJg/SBA2jGmM1JAhCNRSVs801v7IjTWpUOir3VUC/jBSpNoGpANI2Ht1w+TM1GitdJyV+mV6M8XhoGuGalBgbOkQDvYm8mSIiPXEwGpKNVR1xUm14S3fy19wPMUCAWZVZJ89NgVk9OZ/+4VqxjnwNOTtTk0+kk0wWtw8gyNxt1HsRcHrGFOc4SjuaTgn4gZnK+F/09OIIqecC2zxe3JgcNqfMqcVyNnwTtVQzzCmFRCwulSxI6KS0NabAn2GNDdJxum79GZ0qilZpW6oPzbVsnJCNmKKjym7p7Ebj0Ig8jYDCRV8XLJPuFB7fKb+Eelrf7cblTo2+v8zI51L/AEv2OD1ltvHLbrvtjmnQRoey9lLGkahJBBA/Y3EyqjzDfoL8sV1PGxs4WFRf+kVg2TZqiT41FPykysT9x/d9zRKD3R141J6bpsmczRZTdStwwJiR0gLvzBMXAjEpNxlZ3LIdps9+Vuvm9uTXQHq5PzIGJjk7gi0x5tTC0G0C+++NfIzxlNT1xjjuT89rLfrcrNOohChzefN6eni/lhrWL1Uo1YuU4rHT4hdmcswqB2S8gkDnEcpJxW0WudN0tEZeobmcuIEEHmPFvqiDHr98VuP4vQ5WbWtn8hFxit3ZQaSwYNMEHy6f1Y28XUbY18Nws67ahyOTxvEQpPVI6V+HnEcuOHIVCK6lkY6FDkSSNUbwpAtaxxZR4eUpNJbOxlrV4xSbe+S/P8TJUrTLAHc7W6AXAHtjqUeCUXeRz6vFt4iJDlR0X+H+uNPZeHoUdr4+py3idAojahyMWkExjzCPRDzs7xylSoBDTJEmSGBJlmvsIsbCTiucNT3Ojw/HRpU1TcXi+V6jNs7SqoQEcgEEB6YNxzsTMi32xIwa5mhcbQnmSa+d1yFWuCNPfIgIhoBTSF6A3Y8oHQAThVTyXR4iglfUm+V8Z89vjKhxhe8c1ACrgaf3QNgbETESfbF6s9zPO6a7OqsdHjrixSteqolZPqsx9Lge2Dc265uN3ny+fOhPKGpUlVlSdgZAafj/AC6dcVuVmNKonHXKNrDLL5SvTlXTWAbDVEeqnptuOe2Je90YpVKcrST3+Wa/bzQF2iPh8jDSb3k3tsB9b7Y3/ZXFRpVXGV8rx2ysLzOP9s8K6vD9pFp6X0th43b6lPZPPtSLIqlg9QWYwBqsSd4URJMfDGriXOhVlKCaUs5t4Oyz3b2e5x6CjWgozy1jF/L5tsbdM6otUgXIJR0qBSpIOrS0rtvHywn3okvxLI/3a908fOZL/G0v2j/Aftifey/sfzyE/gY/5I/PMxHEqQNNlP60L8XIUfU45SOtcG4TwxFZyYgNABiBHTnzj4YJB+GA2jAGuB53KrUnYHr9+uAQUtkG7xVANRoMBRLEW5C+GQrHC9iKtWgXK9yDTLqWbSSRFihGqmZIF5ueUYsjUez2K3BXvHcOHYyugFSrmBSTUo1U9TABiAdRJTRAM3BFt8dTiftOjU+mkn4pGGhwdeG9VrwbDnq5LLldeYzOdaJCobNHIOFFP/fjlTnGov5aXhj2WDowVWntUdujs/d5BMzxanVWpVXKwqwopPXMmdPjLAHSbmwkeHe9q+zine3ux1VqadCl7ITHOByYyjKuknUtY1A1gQomkACWiCT6RfDys+XuItS5+1v1LMvn9FI1TRZRqC6WNNGEjcl2UAEwsWvy54kWkSpFySuMk4gCAe7NxPnTn7NGD2qK9HeYjslQ00ENv0lVnblAQEf+4GFZYK+1eZI7oC0qXO/6x9Pc4aMbgbEFLONpJLEbx5rxH71sNpQLm9yeXVEEecCmxlQdydyT1A36emK2PEZtWzVLukp5kqjDUUFNFnQ4KyVWY+s7zN5kMIpvI6btJmSNdR2zBpye7UDU1tUCFjVYHY4WNr52DUVo3juW5LLLm9VatSYPpV0R5Hdgl9SwYUGLTEw0YM7XxsLTvb8W4r/ECo1CgO4vW1IAAq1CoIYsdOkgCyiR1xI+I87crE8n2ryzBANSOyrrVkqC8CQJTTIJ5WvgWsx8OKaeV3fP9iSu9TM5ynWy61qlFUXxd06owlyfMILaSDb0A2tLZKpSu7ihMucr/i6DUKgp1UYITTMFqJLoRMBvDqaxm3pgNDpdorNiNeLZkABWYKNvCu3Le+3XBsio19BO7ppT2ZKAX0msb+90Pz9cMRvJlO2Z1ZggEeBEXf3Px82LkrCIFyHD0akuuqlNjMTOobjaR74FwtO5os9xamxUDVa2oKt+kHVMQYnlexwnO5ZFYsXO4TS7PVAKiQjAG8noDyg+3xwk228j042V4jHhfHaRdAVqk6hDHSb7EnxAtawvzxW8F2i6ZoxQVheo0zIVwynmdpZSPWcLOeBadN3yC5jhjsGNMBiCdiHMGIlSe83mYH3xYpYKXGwirZWpqisndgHmmkwZ6hf79sOpYK2ncYdl6zFijgwFGmCYsTN5P7Q+A9MPOzyhY3Q647QqCtk6yVQlIakqq9QqpVhp/wBJIuQDzjFVh7nMcz2Oqh2CVaIQMQuonVpBtPgN4wbgL6/FmdlLFRDTKiZgQN9rThsDuOBYWqks77E6jtcmQPffDOUWTTJInTaOUYQUhreIswmdo5EfzwbkD6xNSABAG1z9sBoeM7bIJy2RAE1AXWDKqsEyCLaiQTN7iLYVxG7VjLJ8SfRUXLZiowBnuHgMVgtahVLqYgz3LEwDYeGK5U4t3a+eI0ar2TCOD8aDuQwUH92b7mYJJHT2GGSFm84NflswYhHIHQH8xhisgMqgfWFUNzIUAmd9h7YIrDM1wP8AxtIURU7oq2oHQHBGkiGVvCw535gYEnbIYdAB/wANK5JJzKEkyT3ZEk+gMD4Yr1Is0nKHojVAsJP1xcmCW9i9Umd7kHaOuARtZJrl/TBECUys4hAujlhiEGWUy9xyGIQp4lwdX3Ab15j+7YhAvszw3KUy6Zum1RXAhwPHTImSpUBhYgGDyFjaFlfkPG3Mf5/shXRRUyVdc3RmyVIDKBFg4gTyg3xXrS3wHS+Qty/G9J0Vlei/NXEj+L+uLEI0F1OJVKVVHpNqCspZAblekcwR+ftiuad8Mr2dxufxUojdCDz8X9MLpZb2ncckpDxN74vQJbhGCAIob/D74hApBgECo/M/liECKH9/LEIG5g3X/SP54hAdPtiEGfZmuy5lVViFYgEAkAiTYjmMVVfpY8Nxl+I6+Gn7v+afc4qocyyZhHMUxH/UHwFNsaGUSENY+Jvc4gjP/9k=","","","· 11.00 pm","Closes soon"
"Kafe Karindangan","· Coffee shop","4,0","(438)","Banjarbaru City, South Kalimantan","Dine-in","·","Takeaway","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/4QBoRXhpZgAASUkqAAgAAAACADEBAgAHAAAAJgAAAGmHBAABAAAALgAAAAAAAABQaWNhc2EAAAIAAJAHAAQAAAAwMjIwA5ACABQAAABMAAAAAAAAADIwMTc6MDU6MTkgMTU6NTc6MjYA/9sAhAAIBgYSEhAQExMTEhUSFhUgGRcVFRUaFxsaGhoeGBUeGBsWFyIiHhUaIBkXGB0rHSUlMSgoKBUbLTEvJjEjJygoAQkJCQ0MDRkODhktIR0gJy0nJycnJy0nKCcoLSonJyctLScnLSYnLSYmJiYtJiYmLSYnJycmJyYmJiYnJiYnJyf/wAARCABaAFoDAREAAhEBAxEB/8QAGwAAAgMBAQEAAAAAAAAAAAAABAUCAwYHAQD/xABAEAACAQIEAgcHAQUFCQAAAAABAhEDIQAEEjEFQQYTIlFhcZEjMoGhscHwQgcUYtHSFVJyovEWJDM0U3OCkrL/xAAaAQADAQEBAQAAAAAAAAAAAAABAgMABAUG/8QALxEAAgIBAwEGBgICAwAAAAAAAAECESEDEjFBBBMiUWGRBXGBocHw0fEysSNS4f/aAAwDAQACEQMRAD8A50MuxmF1HvWxv4W+mK2Q2jfJ9G8xUB0U3K89SMY9AbeXjjbkNsY5yn7P81U1aabKVFwCDPcQCQRPIG+NvQe7G3Dv2W13Dip2SpG5jlPNT9Rjbzd2DZnoeuXqBalehcQQKi2BIUsQGlbGYi2lr2xlN5x0NKEcW+pHNcCySw372hNpRVZyR2dmVGAgSSJPmMSjKTXFFfAngr4jwjJgMcvWrVDYKOoIEncFmKEW/hm4wG2nlX9f7NKVrwi4ZNakjqTIAMpUjfwOofADEn3i4l7r+KOyOtoNZ06+TKEySEWWrESPareO72d9sG9TzXs/5D3vZ/8Aq/ctzXCHQKeraJ/VU1z/AAwoUxbl37jBhKTeWvb+yWrPTrwxa+o4ynGatNqbUsxlKJVWA0U0BElZnWGLMYEEybGMM7fK+xz3H9YUvTbPQP8Af2/9KX3XGpg3LyMGc263GnziT87YtgTJrqPSTiF2WvVDPGooKSzAAB0hQRtyj6kztIemRq5rPVO01fMTEGa7rI3uC0Hc+WNvRtrI0+j9SoZcajPvMGJI/wARVgfXvwO9N3bGFTgDruVBsIAE9okWIt3cuXwxoaiZpQCG4Cw1LzJkgiZAgbkyQDaY5+OE32U2H39lie8gkQdKmTyUkSDefIb7YXcHaVJw6kzDSzF591i6iRO/K1ryCL2wHJgpF1Dg61UT2VXVF5RnXUAJMmSfpBG2+M5NZBgJHCYH/J87stGBuJIcgDyP2wN/r9zNoMpcJzCjStF2Asp2kcjp5euF3Rb5BuDm4PnASEoSgsp7O3L5YrgFnL6XAGFiT488MpWrRXu0bvhPBEKU5n3RPpjmlqtOi60cWjVZDo9SwykmI4tDqv0coikTpBuDck2DAn5A4eMOpKUuhPjmQorTPs6YGul+kf8AVA+YJHjMYsmk6J5Y1qZWmijTTQdoWCjmwwKpYNZGvTBkCAZtYd0xjn1pW9oUIXzRQkEnTIsIj5+8ecfyxxymliw7SPC80AmVVZJemBzJixmSRsWB/AMWw1RiVdcuV0Zh8uQV0lakNYj3YNok3GBHQnd3QLJGvlhDDMUwOUC3y+2Lx0KeWKOqXEKOle1Nt9J/li3hMciXKkkkwB427sLox2aajLk6C8cTNNGgLCzcmZ9LfPCOCbKJ4FuW/aoRIYLJJ2DbRO83Pp54buyMp9GKuPdKcyXypFauBqqkqtVrhhS0BlUwQCWie/DwjSoTyOpca6U0qlMdVLhmUl+S9VWKuST3Mun4ztOMm7M4tcn3EullOnVcVqydUqLUBMAadUE/3okxtGJKUpv0DhGW47+06itVkyzCtUWppV5VqZkU+0rKwDyxInkQeQnEJdibeHS9Pr9PsZyxgM4b+0JHFPrxTpl2FMnUGADyoe10BqECTaFbkMQXYtWE8StV5fMZPFsK6J9MsrX6plcIaFBzUFTsaRKIpvaCKbN4D3okY6Y6OrHnLu8fb8C2ivh/T7hQV9Ta6jksymk+oHSXIBYRELuDEmLWGLwWov8ALOF79RXRol45w4ik3sdFQ+zfkQQO1qiBcx8Dhoyk21XX8Cuin/b3hIsM3lY5e0GM1qXhfvsa0cAyfScBQf3XLEgdpwLSD3HYR4/XFmm8osvCrn9vn/ALxXi1SspB0BA4ZNA094PMzeN+ZOAoNZfUo1Fp08J49Vk9Odpjrxp1LAamCYIYCCCQLja3hhoq3SVg1IQgpOT44w+fdfkozlTVUWpq0yoLFReS36QT2rG223xwqi1gnOMcNPFX+oZcMzgo1K4V3YODTMnTYsGErcNEfNoInDLT3K/ISb2OuUzPZfMNDQ7DWmh+0QWQwdO/umBbblgyQqZOrSJJLQdVzz3vPx++MotukFV/lLgg7szFmJY82JkkAaQCTvYR8MbaxZyUHT6kOtIEWjyuReJ74uB5nvwKGSzkmK57QtBj5H89MZIEpDWhxjMCitNKrCkVOpJEG7CDM3Kgbd+MhXgDEd6YxrRa3BGXLnSwd9UMiEFQo7USbsZAk7fXHWuz/wDFccv0POl8U/53pTW2PRu7b/C+4K2VKUxqgaWKmBcyJDeXL0xPU0nGOfM9DsfbNLVe268N/f8A2DhgQToJkATqgAj9R1AzPdI3PlgKUYq6+4+q3NyXR8ehW9WYEbDSbzPOR3Wt8PHAVSd0I20q9KGAy70zQcldFU2KmQShAYeBUnbxwbTwgPdhyYHSrvTXTEXvI/n4Ym+Ts0pyhHbXujzMVQInsxaNvjfvBn44S2ngLUe7afnwULWJNog4aOEc+pPfK6Cab6piIiLx3eWG04g1JJ8cUW5iiADuOzI8YEj1OLPSqLaOZaltJgeXzJk85EfnpiF2itUz0L4HChC3r1BCdq4/SCpE8yRHqcVWo1hMjPs6b3Sjn1/9KkET1ctYkn3oi527MbX88I6srBSrI5ynAWq6dKEgz2jYQD/eNsPGLeEc+v2zS0Vc3X+/YlnejL0wGZCQRMr2htJkC4tzI5jGlpySE0PiGhrNqMsro8f39DzO50dRRorQXWiQtUsZERqKrsGJO/Pwwq4O+Oo4u4ma6ydyfM3+gw22L6ivWn8zS8C4mlIS8h9hUCEkJbs6osB/IchG2Xixp6qeUvmMs2co6EoqmoATqKAapuLm3xnAcKF3piGmFZUlEQhoaHCk7H3e6B70RfcYdQmluQimn4fcI4jwhaSt1lQdZPYRXFUad5LQIHcN7Xwzb21Ilab8Is4Jk+tzCISRvMDYAXP2FtyDyxJ1RRcmtbo3lJPtMx6p/RhNrG3ISfu1XMIGWl7PrFiq7QLuFUKDdtwCR48xhowk8on2n4joQn3cn4suuXSTfyWEP6HREe16+oamnSIX2ayYNwvvaZsZ5nFloc7nweDrfHtWex6Ua3Xz4nS+yv5BPWUqSKKDVLUiCqvKqTpIB1zeJmJNhthsR4YYaGv2lt60Ulay1TaV+VfS8Ef7YqVQLqpCj3QZ3DEQZ0zCjntywj1Gzp0fhOjpybbbV8P2/L8jOcX1qFlXB09pyrbmZ7R3Nr87nCNNpnrR2xpIz2WQMw2iRztuBfFIxditpcjjKVF1ETsI9An3nDx7POWETlqxjyS4ekIPKfWTiepFxeR4u1gSVc+XF7XkEcp8fjjncpNnSoxS4KNRtcmO/BSk2LcUhlwtARUPOQJjbnI8/tihFvgi1SoCYzNSP+439WNsl5m3x8vsdQYFsrQ0gHXUSoAGie31+8WmMddeBfvqfEpxh2qe51UZReOPDs/JkOL8TrNVqLU7EtJRTKyoAuw3sBvaZtjn1Jyuj6bsHZtCGnGWnnGG1nl9OmS3guSqPamOyTJJ93u858rDCwhKXB3TnGPJscjwNUF+03M/AC3dtjqjpqJyy1nIZVuF6VYipTMEdkMSTMbQIMTe/I4N+hrEea4YjXZFJGxKgx5SMahlK8GX4vTpUiNCDrCe8wAY3BMXgd0fItDUamacE4mYTOVFnTMfg58pnHHObllnTGKWBbF8RgvEWk8F+QlWVmU6TYEiASbWJsdj6HDRUsOuRZtU15D5choWrUmxEgAd0neb749GXY6jucunl+Tzl2u5KKXUX0uDOyq3eAfW+Ej2aUkmNLtUItp9DTZrj5ajSpU+wtJQog9qVXq5J5CCbeOIS1cKK6HNofDYQ1Z62plybfpl2I5JkdoSTtPO+3x7sSS8z0nI1XAOkFemiLppsoEDUkMB5iJ8zOLQm0iGpCLdmqpdJFYDXTZf8JB+RjFO89CfdeTCV4lRaIqLfk3ZPzwynEGySE/SHi/UodIDPyUX+JjYfXGlJJDQjfJzNhULanJJJkk4hpupWzonxSDsrlpMm9o2/O/AoDkXPwtW5fP8ONtBvI57JFaaGbINBH/kWB/zf5Tjs0rcYx6cfXlfvoQb8T8+f5A62WqrSddbdXEkeXa+2OdTmo7WytRct1ZCaPHmCqOrSwHfjrj2iVI5Jdmi5N2Cin3zPjjzUj0G8jLJ0JblJE+m/wBRhhHVD2jlecHzA++GQoWtL/WMEBVVF18fzl54AT7qp8Z/IxgFVTJKZkD6/XBoG4qfJiNvPBNZT1BH598CjWLuIoxIAEhlOoeC938Xat5Yppamzk21P6AIzx0AESIjaxG2F1X42MogxcYdSVCOLG9NR8z/APRxBDvkd8PpiTYemCAYOL4JkQzB2wGECre/T8/sMYwYNhgiklwyEKqvPGMiptvzxxggFcdtPj9MAK4M/kP+CPM4zKPkiyicEU//2Q==","","","",""
"MengCafee","· Coffee shop","","","Banjarmasin City, South Kalimantan","Dine-in","·","Takeaway","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnFSre0OexBmNXPMN-jDdOJazgAvcY4l_cKNIF22iePldLY_ICMv--JQ09DIrt8NLq-K9THzN5aY3Tfsvo56iSDUhhughzImkZL_whvifJkR-nh4mbpyW-3E-9E1dDCcM87aTUjrA=w92-h92-n-k-no","·","Delivery","· Opens 10.00 am Mon","Closed"
"Warkop Sartinah","·  · Coffee shop","4,7","(102)","Banjarbaru City, South Kalimantan","Dine-in","·","Drive-through","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm01YBZeaMra4P91ZKXzhKqr5xBzYloxxdgdUz3ltJwMwgHUMr8-UC9mIv5KJa_-mTjzFdQbpNTUjKap7Fuh33zsC-TPh3znN7sS4vcYemI1gbet0_7bMGBUbNUd_gkso8RmLzTdzOAX0Rk=w92-h92-n-k-no","·","No-contact delivery","Rp 1–25.000",""
"Cozy Batam Catering","·  · Buffet","4,3","(47)","Banjarmasin City, South Kalimantan","Takeaway","·","Delivery","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlg_cfGbVcsWNkFwM_Zs3u8BDSc2uVzKD57HnyCnGp8KrK4lF2FMc8SMAvxASxBCI4PWbi9J3Ge-n9XmzArUYjqI3Fw_31cJ8JpowMAdoitH6eRP6KELHHN3YkhiCS_G6Doz0mMNg=w92-h92-n-k-no","","","Rp 1–25.000","Closed"
"SPOT Coffee","· Cafe","5,0","(1)","Banjarmasin City, South Kalimantan","Dine-in","·","Takeaway","https://www.google.com/maps/vt/data=Go3CjjaKN-FXPRRIOfQ-lyWP94uRtfnEipB1kduDSkJnxnO9Our8-xMIHzl4p1MeqEVOFi5Ja6F6JMyELTyfiTU5_kXko5WroVXYBPhNVzdf_kOMSdCg_EKWZP04spKl-9AbPAKW7EDyxW1VE0vc5RZcuuwaFwlkCGk","","","· Opens 5.00 pm Mon","Closed"
"Angkringan Dalam Kota","· Coffee shop","5,0","(1)","Banjarmasin City, South Kalimantan","Dine-in","·","Takeaway","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnm8EQ7QdpUumQ61bJldfcadoAnNjmxmvgz2KBVyQ0ipofjQANSp2OwjB4h0JKKYbAY1-h3Tg4afdgQpB-lA12Sul9XYTuqS9jvlBRBkk12i-n-UTZ0gfjSSNYBYPSrVgB3H50zFgHHj7I=w92-h92-n-k-no","·","No delivery","· Opens 7.30 pm Mon","Closed"
"Soraya Cafe & Resto","· Restaurant","4,4","(1,3K)","Banjarmasin City, South Kalimantan","Dine-in","·","Kerbside pickup","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnpVuTXI-9P4X80ov4KL3AM-KIis0JWy0AgynQsFbdGRHNAHKpyAbdttV7_Tp__SMXMnTl4bPLtaejxRr2w-W_mM97GZyk47dYjiAh94TqofZ9tYRcvwa_DbrXk4YTFJBauu552IzxZbVFt=w92-h92-n-k-no","·","No-contact delivery","· Opens 6.30 am Mon","Closed"
"Warkop Brother Camp","· Cafe","4,6","(45)","Banjarmasin City, South Kalimantan","Dine-in","·","Takeaway","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk5HvjzUGkQNRFh69VTE-o6YEoVGFLcwKaA_-Vk4S24wbZMuUJRLcFS3wwCOYJyyE-WppcrJIPThswcA5c3e9FjZH-bXOb-c94Vf_AsvbXl-kg0pHHb-7RCX_WO8_itMN0oEsM6=w92-h92-n-k-no","","","· Opens 6.00 pm Mon","Closed"
"Angkringan Dafa","· Coffee shop","5,0","(4)","Banjarmasin City, South Kalimantan","Dine-in","·","Drive-through","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkLnxXpzV6hGPqQfDmEpXivUCcFwPfosVdFL3I39cDUHzycm37dxkFnAgL-Joz550mqeqmaJikHxydoan0a8_Ki0nc2X4nCQ4zuqpKM09tGf4ywPf5Pjb0dicTcH0kwIR6q0u4pMg=w92-h92-n-k-no","·","No-contact delivery","",""
"Befo Cafe","· Cafe","4,5","(60)","Tapin Regency, South Kalimantan","Dine-in","·","Takeaway","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkaFYmJiSqBMupCcOC4r4Jfo4-Cy-5aLqK9WRvj8KSzzh9rGPbxVYBpq6RIU9D2iYEEYLuTwjtoe5phxiCV5sqkZMHlQn2jNbGVi8golproNOR543ImJGCLQbfq15ajEv4MEExwrQ=w92-h92-n-k-no","","","· Opens 10.30 am Mon","Closed"
"NOTHINK Coffee Drink & Eatery","· Brunch","5,0","(2)","Tanah Laut Regency, South Kalimantan","Dine-in","·","Takeaway","https://www.google.com/maps/vt/data=qFPaqaB43yEhdvNIydg3rMQShsyDj6ipB3LmuRtm-F0xqlI1qXX4kgS9uefpPCUlRaanBmdCEzZNPtndjhwIfoqZ2MgNNxc46qvBq5SIzPRxjZXfLoZglVeuzhTCDcwBv7BwkIwgFgz8myWthp4r8U4pGEBlFD-W5-c","","","· Opens 9.59 am Mon","Closed"
